disease,diseaseLabel,dis_type,drug,drugLabel,drug_type,rp
http://www.wikidata.org/entity/Q18555025,colon cancer,disease,http://www.wikidata.org/entity/Q420296,cetuximab,drug,can be treated by
http://www.wikidata.org/entity/Q18554959,rectum adenocarcinoma,disease,http://www.wikidata.org/entity/Q420296,cetuximab,drug,can be treated by
http://www.wikidata.org/entity/Q18555301,facial dermatosis,disease,http://www.wikidata.org/entity/Q904011,desonide,drug,can be treated by
http://www.wikidata.org/entity/Q18557977,gum cancer,disease,http://www.wikidata.org/entity/Q420296,cetuximab,drug,can be treated by
http://www.wikidata.org/entity/Q18555055,colon adenocarcinoma,disease,http://www.wikidata.org/entity/Q420296,cetuximab,drug,can be treated by
http://www.wikidata.org/entity/Q187440,urticaria,disease,http://www.wikidata.org/entity/Q656259,pheniramine,drug,can be treated by
http://www.wikidata.org/entity/Q154869,hepatitis C,disease,http://www.wikidata.org/entity/Q7517689,simeprevir,drug,can be treated by
http://www.wikidata.org/entity/Q154869,hepatitis C,disease,http://www.wikidata.org/entity/Q27271958,bicyclol,drug,can be treated by
http://www.wikidata.org/entity/Q3184856,substance abuse,disease,http://www.wikidata.org/entity/Q905750,nitrous oxide,drug,can be treated by
http://www.wikidata.org/entity/Q837054,adenovirus infection,disease,http://www.wikidata.org/entity/Q420690,Deoxyribonuclease,drug,can be treated by
http://www.wikidata.org/entity/Q208414,lymphoma,disease,http://www.wikidata.org/entity/Q425681,(RS)-lenalidomide,drug,can be treated by
http://www.wikidata.org/entity/Q173022,bronchitis,disease,http://www.wikidata.org/entity/Q2365033,methacycline,drug,can be treated by
http://www.wikidata.org/entity/Q783903,contact dermatitis,disease,http://www.wikidata.org/entity/Q904011,desonide,drug,can be treated by
http://www.wikidata.org/entity/Q177190,sleep disorder,disease,http://www.wikidata.org/entity/Q27124198,(R)-zopiclone,drug,can be treated by
http://www.wikidata.org/entity/Q18554103,corneal deposit,disease,http://www.wikidata.org/entity/Q617563,cysteamine,drug,can be treated by
http://www.wikidata.org/entity/Q1149042,cystinosis,disease,http://www.wikidata.org/entity/Q617563,cysteamine,drug,can be treated by
http://www.wikidata.org/entity/Q202387,post-traumatic stress disorder,disease,http://www.wikidata.org/entity/Q425296,prazosin,drug,can be treated by
http://www.wikidata.org/entity/Q504790,nephrotic syndrome,disease,http://www.wikidata.org/entity/Q425289,chlorthalidone,drug,can be treated by
http://www.wikidata.org/entity/Q467635,multiple myeloma,disease,http://www.wikidata.org/entity/Q425681,(RS)-lenalidomide,drug,can be treated by
http://www.wikidata.org/entity/Q245455,chromosome 5q deletion syndrome,disease,http://www.wikidata.org/entity/Q425681,(RS)-lenalidomide,drug,can be treated by
http://www.wikidata.org/entity/Q268713,mantle cell lymphoma,disease,http://www.wikidata.org/entity/Q425681,(RS)-lenalidomide,drug,can be treated by
http://www.wikidata.org/entity/Q183344,sinusitis,disease,http://www.wikidata.org/entity/Q2365016,gatifloxacin,drug,can be treated by
http://www.wikidata.org/entity/Q172941,peptic ulcer disease,disease,http://www.wikidata.org/entity/Q27269528,dihydroxyaluminum sodium carbonate,drug,can be treated by
http://www.wikidata.org/entity/Q816798,amyloidosis,disease,http://www.wikidata.org/entity/Q425681,(RS)-lenalidomide,drug,can be treated by
http://www.wikidata.org/entity/Q128581,breast cancer,disease,http://www.wikidata.org/entity/Q420532,vinorelbine,drug,can be treated by
http://www.wikidata.org/entity/Q167844,conjunctivitis,disease,http://www.wikidata.org/entity/Q27271585,valinegramicidin a,drug,can be treated by
http://www.wikidata.org/entity/Q184674,erectile dysfunction,disease,http://www.wikidata.org/entity/Q27126379,sildenafil citrate,drug,can be treated by
http://www.wikidata.org/entity/Q506659,prostatic hypertrophy,disease,http://www.wikidata.org/entity/Q425296,prazosin,drug,can be treated by
http://www.wikidata.org/entity/Q187440,urticaria,disease,http://www.wikidata.org/entity/Q27126856,cyproheptadine hydrochloride,drug,can be treated by
http://www.wikidata.org/entity/Q954625,myelodysplastic syndrome,disease,http://www.wikidata.org/entity/Q425681,(RS)-lenalidomide,drug,can be treated by
http://www.wikidata.org/entity/Q844935,coronary artery disease,disease,http://www.wikidata.org/entity/Q668093,atorvastatin,drug,can be treated by
http://www.wikidata.org/entity/Q187255,rheumatoid arthritis,disease,http://www.wikidata.org/entity/Q27268177,frentizole,drug,can be treated by
http://www.wikidata.org/entity/Q3286546,respiratory disease,disease,http://www.wikidata.org/entity/Q581334,fluticasone/salmeterol,drug,can be treated by
http://www.wikidata.org/entity/Q172341,ovarian cancer,disease,http://www.wikidata.org/entity/Q420532,vinorelbine,drug,can be treated by
http://www.wikidata.org/entity/Q1053824,Raynaud disease,disease,http://www.wikidata.org/entity/Q425296,prazosin,drug,can be treated by
http://www.wikidata.org/entity/Q84263196,COVID-19,disease,http://www.wikidata.org/entity/Q425296,prazosin,drug,can be treated by
http://www.wikidata.org/entity/Q837054,adenovirus infection,disease,http://www.wikidata.org/entity/Q621558,symptomatic treatment,drug,can be treated by
http://www.wikidata.org/entity/Q3269843,hyperkalemic periodic paralysis,disease,http://www.wikidata.org/entity/Q3706987,dichlorphenamide,drug,can be treated by
http://www.wikidata.org/entity/Q622828,hypokalemic periodic paralysis,disease,http://www.wikidata.org/entity/Q3706987,dichlorphenamide,drug,can be treated by
http://www.wikidata.org/entity/Q12156,malaria,disease,http://www.wikidata.org/entity/Q736270,mefloquine,drug,can be treated by
http://www.wikidata.org/entity/Q221668,urinary tract infection,disease,http://www.wikidata.org/entity/Q2365016,gatifloxacin,drug,can be treated by
http://www.wikidata.org/entity/Q101896,gonorrhea,disease,http://www.wikidata.org/entity/Q416154,spectinomycin,drug,can be treated by
http://www.wikidata.org/entity/Q1088072,chronic myelomonocytic leukemia,disease,http://www.wikidata.org/entity/Q425681,(RS)-lenalidomide,drug,can be treated by
http://www.wikidata.org/entity/Q1088156,chronic lymphocytic leukemia,disease,http://www.wikidata.org/entity/Q425681,(RS)-lenalidomide,drug,can be treated by
http://www.wikidata.org/entity/Q1891209,mycosis fungoides,disease,http://www.wikidata.org/entity/Q425681,(RS)-lenalidomide,drug,can be treated by
http://www.wikidata.org/entity/Q1209150,cerebral infarction,disease,http://www.wikidata.org/entity/Q668093,atorvastatin,drug,can be treated by
http://www.wikidata.org/entity/Q201180,varicose veins,disease,http://www.wikidata.org/entity/Q7553377,sodium tetradecyl sulfate,drug,can be treated by
http://www.wikidata.org/entity/Q1752571,myelofibrosis,disease,http://www.wikidata.org/entity/Q425681,(RS)-lenalidomide,drug,can be treated by
http://www.wikidata.org/entity/Q1778287,Waldenström macroglobulinemia,disease,http://www.wikidata.org/entity/Q425681,(RS)-lenalidomide,drug,can be treated by
http://www.wikidata.org/entity/Q221668,urinary tract infection,disease,http://www.wikidata.org/entity/Q27123095,carbenicillin indanyl,drug,can be treated by
http://www.wikidata.org/entity/Q159701,glaucoma,disease,http://www.wikidata.org/entity/Q3706987,dichlorphenamide,drug,can be treated by
http://www.wikidata.org/entity/Q272436,allergic rhinitis,disease,http://www.wikidata.org/entity/Q27126632,(R)-carbinoxamine,drug,can be treated by
http://www.wikidata.org/entity/Q272436,allergic rhinitis,disease,http://www.wikidata.org/entity/Q27126856,cyproheptadine hydrochloride,drug,can be treated by
http://www.wikidata.org/entity/Q128581,breast cancer,disease,http://www.wikidata.org/entity/Q420436,docetaxel,drug,can be treated by
http://www.wikidata.org/entity/Q134649,diphtheria,disease,http://www.wikidata.org/entity/Q584135,antitoxin,drug,can be treated by
http://www.wikidata.org/entity/Q298230,esophagitis,disease,http://www.wikidata.org/entity/Q27122012,pantoprazole sodium,drug,can be treated by
http://www.wikidata.org/entity/Q4941552,bone disease,disease,http://www.wikidata.org/entity/Q425223,raloxifene,drug,can be treated by
http://www.wikidata.org/entity/Q2626074,diffuse large B-cell lymphoma,disease,http://www.wikidata.org/entity/Q425681,(RS)-lenalidomide,drug,can be treated by
http://www.wikidata.org/entity/Q2090167,plasmacytoma,disease,http://www.wikidata.org/entity/Q425681,(RS)-lenalidomide,drug,can be treated by
http://www.wikidata.org/entity/Q4833719,B-cell lymphoma,disease,http://www.wikidata.org/entity/Q425681,(RS)-lenalidomide,drug,can be treated by
http://www.wikidata.org/entity/Q147778,liver cirrhosis,disease,http://www.wikidata.org/entity/Q426132,tolvaptan,drug,can be treated by
http://www.wikidata.org/entity/Q181257,prostate cancer,disease,http://www.wikidata.org/entity/Q426185,cyproterone acetate,drug,can be treated by
http://www.wikidata.org/entity/Q1138590,non-Hodgkin lymphoma,disease,http://www.wikidata.org/entity/Q425681,(RS)-lenalidomide,drug,can be treated by
http://www.wikidata.org/entity/Q727028,bacterial infectious disease,disease,http://www.wikidata.org/entity/Q582356,interferon gamma-1b,drug,can be treated by
http://www.wikidata.org/entity/Q246084,cystitis,disease,http://www.wikidata.org/entity/Q2365016,gatifloxacin,drug,can be treated by
http://www.wikidata.org/entity/Q422225,actinic keratosis,disease,http://www.wikidata.org/entity/Q426386,ingenol mebutate,drug,can be treated by
http://www.wikidata.org/entity/Q1343674,lice infestation,disease,http://www.wikidata.org/entity/Q423005,malathion,drug,can be treated by
http://www.wikidata.org/entity/Q19000661,congestive heart failure,disease,http://www.wikidata.org/entity/Q425289,chlorthalidone,drug,can be treated by
http://www.wikidata.org/entity/Q1359898,cryptosporidiosis,disease,http://www.wikidata.org/entity/Q2943789,nitazoxanide,drug,can be treated by
http://www.wikidata.org/entity/Q5596834,granulomatous amebic encephalitis,disease,http://www.wikidata.org/entity/Q898623,sulfamethoxazole/trimethoprim,drug,can be treated by
http://www.wikidata.org/entity/Q18553445,mature T-cell and NK-cell lymphoma,disease,http://www.wikidata.org/entity/Q425681,(RS)-lenalidomide,drug,can be treated by
http://www.wikidata.org/entity/Q6972442,fasciolosis,disease,http://www.wikidata.org/entity/Q2943789,nitazoxanide,drug,can be treated by
http://www.wikidata.org/entity/Q7201765,plasma cell leukemia,disease,http://www.wikidata.org/entity/Q425681,(RS)-lenalidomide,drug,can be treated by
http://www.wikidata.org/entity/Q41861,arterial hypertension,disease,http://www.wikidata.org/entity/Q421119,captopril,drug,can be treated by
http://www.wikidata.org/entity/Q2165663,chronic granulomatous disease,disease,http://www.wikidata.org/entity/Q582356,interferon gamma-1b,drug,can be treated by
http://www.wikidata.org/entity/Q1755568,osteopetrosis,disease,http://www.wikidata.org/entity/Q582356,interferon gamma-1b,drug,can be treated by
http://www.wikidata.org/entity/Q41112,schizophrenia,disease,http://www.wikidata.org/entity/Q2924764,brexpiprazole,drug,can be treated by
http://www.wikidata.org/entity/Q41861,arterial hypertension,disease,http://www.wikidata.org/entity/Q729213,nicardipine,drug,can be treated by
http://www.wikidata.org/entity/Q504790,nephrotic syndrome,disease,http://www.wikidata.org/entity/Q424972,prednisone,drug,can be treated by
http://www.wikidata.org/entity/Q52849,ankylosing spondylitis,disease,http://www.wikidata.org/entity/Q2858961,apremilast,drug,can be treated by
http://www.wikidata.org/entity/Q83030,dementia,disease,http://www.wikidata.org/entity/Q905717,dihydro-α-ergocryptine,drug,can be treated by
http://www.wikidata.org/entity/Q207087,ectopic pregnancy,disease,http://www.wikidata.org/entity/Q422232,methotrexate,drug,can be treated by
http://www.wikidata.org/entity/Q504775,bladder cancer,disease,http://www.wikidata.org/entity/Q27126905,docetaxel trihydrate,drug,can be treated by
http://www.wikidata.org/entity/Q790971,Bartter disease,disease,http://www.wikidata.org/entity/Q421119,captopril,drug,can be treated by
http://www.wikidata.org/entity/Q471521,allergic conjunctivitis,disease,http://www.wikidata.org/entity/Q27126856,cyproheptadine hydrochloride,drug,can be treated by
http://www.wikidata.org/entity/Q187255,rheumatoid arthritis,disease,http://www.wikidata.org/entity/Q421119,captopril,drug,can be treated by
http://www.wikidata.org/entity/Q172341,ovarian cancer,disease,http://www.wikidata.org/entity/Q420436,docetaxel,drug,can be treated by
http://www.wikidata.org/entity/Q1164529,renal cell carcinoma,disease,http://www.wikidata.org/entity/Q7699074,temsirolimus,drug,can be treated by
http://www.wikidata.org/entity/Q268713,mantle cell lymphoma,disease,http://www.wikidata.org/entity/Q7699074,temsirolimus,drug,can be treated by
http://www.wikidata.org/entity/Q192102,skin cancer,disease,http://www.wikidata.org/entity/Q426386,ingenol mebutate,drug,can be treated by
http://www.wikidata.org/entity/Q1783924,head and neck cancer,disease,http://www.wikidata.org/entity/Q420436,docetaxel,drug,can be treated by
http://www.wikidata.org/entity/Q727028,bacterial infectious disease,disease,http://www.wikidata.org/entity/Q3827439,latamoxef,drug,can be treated by
http://www.wikidata.org/entity/Q707816,giant cell arteritis,disease,http://www.wikidata.org/entity/Q424972,prednisone,drug,can be treated by
http://www.wikidata.org/entity/Q101896,gonorrhea,disease,http://www.wikidata.org/entity/Q2878140,bacampicillin,drug,can be treated by
http://www.wikidata.org/entity/Q727028,bacterial infectious disease,disease,http://www.wikidata.org/entity/Q27116225,dicloxacillin sodium,drug,can be treated by
http://www.wikidata.org/entity/Q189588,stomach cancer,disease,http://www.wikidata.org/entity/Q420436,docetaxel,drug,can be treated by
http://www.wikidata.org/entity/Q3242950,kidney cancer,disease,http://www.wikidata.org/entity/Q7699074,temsirolimus,drug,can be treated by
http://www.wikidata.org/entity/Q8277,multiple sclerosis,disease,http://www.wikidata.org/entity/Q2858961,apremilast,drug,can be treated by
http://www.wikidata.org/entity/Q212961,pancreatic cancer,disease,http://www.wikidata.org/entity/Q420436,docetaxel,drug,can be treated by
http://www.wikidata.org/entity/Q326071,giardiasis,disease,http://www.wikidata.org/entity/Q2943789,nitazoxanide,drug,can be treated by
http://www.wikidata.org/entity/Q208414,lymphoma,disease,http://www.wikidata.org/entity/Q422232,methotrexate,drug,can be treated by
http://www.wikidata.org/entity/Q180614,melanoma,disease,http://www.wikidata.org/entity/Q420436,docetaxel,drug,can be treated by
http://www.wikidata.org/entity/Q506652,pyelonephritis,disease,http://www.wikidata.org/entity/Q2365016,gatifloxacin,drug,can be treated by
http://www.wikidata.org/entity/Q705906,paratyphoid fever,disease,http://www.wikidata.org/entity/Q2365016,gatifloxacin,drug,can be treated by
http://www.wikidata.org/entity/Q372752,prostatitis,disease,http://www.wikidata.org/entity/Q27123095,carbenicillin indanyl,drug,can be treated by
http://www.wikidata.org/entity/Q422225,actinic keratosis,disease,http://www.wikidata.org/entity/Q7557107,solasonine,drug,can be treated by
http://www.wikidata.org/entity/Q809758,basal-cell carcinoma,disease,http://www.wikidata.org/entity/Q7557107,solasonine,drug,can be treated by
http://www.wikidata.org/entity/Q159701,glaucoma,disease,http://www.wikidata.org/entity/Q905952,dipivefrin,drug,can be treated by
http://www.wikidata.org/entity/Q926462,pityriasis versicolor,disease,http://www.wikidata.org/entity/Q2392530,sulconazole,drug,can be treated by
http://www.wikidata.org/entity/Q18556697,human immunodeficiency virus infectious disease,disease,http://www.wikidata.org/entity/Q425490,indinavir,drug,can be treated by
http://www.wikidata.org/entity/Q35869,asthma,disease,http://www.wikidata.org/entity/Q637247,formoterol,drug,can be treated by
http://www.wikidata.org/entity/Q949302,skin disease,disease,http://www.wikidata.org/entity/Q424972,prednisone,drug,can be treated by
http://www.wikidata.org/entity/Q280027,uveitis,disease,http://www.wikidata.org/entity/Q422232,methotrexate,drug,can be treated by
http://www.wikidata.org/entity/Q203133,African trypanosomiasis,disease,http://www.wikidata.org/entity/Q425946,suramin,drug,can be treated by
http://www.wikidata.org/entity/Q16501,hypothyroidism,disease,http://www.wikidata.org/entity/Q773449,L-thyroxine,drug,can be treated by
http://www.wikidata.org/entity/Q264118,acute myeloid leukemia,disease,http://www.wikidata.org/entity/Q422232,methotrexate,drug,can be treated by
http://www.wikidata.org/entity/Q1138590,non-Hodgkin lymphoma,disease,http://www.wikidata.org/entity/Q424972,prednisone,drug,can be treated by
http://www.wikidata.org/entity/Q585285,thrombocytopenia,disease,http://www.wikidata.org/entity/Q474880,(21R)-argatroban,drug,can be treated by
http://www.wikidata.org/entity/Q19000661,congestive heart failure,disease,http://www.wikidata.org/entity/Q421119,captopril,drug,can be treated by
http://www.wikidata.org/entity/Q324464,testicular cancer,disease,http://www.wikidata.org/entity/Q422232,methotrexate,drug,can be treated by
http://www.wikidata.org/entity/Q681817,squamous cell carcinoma,disease,http://www.wikidata.org/entity/Q7557107,solasonine,drug,can be treated by
http://www.wikidata.org/entity/Q594013,Prader–Willi syndrome,disease,http://www.wikidata.org/entity/Q7559307,somatrem,drug,can be treated by
http://www.wikidata.org/entity/Q160653,listeriosis,disease,http://www.wikidata.org/entity/Q2878140,bacampicillin,drug,can be treated by
http://www.wikidata.org/entity/Q179945,psoriasis,disease,http://www.wikidata.org/entity/Q2858961,apremilast,drug,can be treated by
http://www.wikidata.org/entity/Q727028,bacterial infectious disease,disease,http://www.wikidata.org/entity/Q510154,azlocillin,drug,can be treated by
http://www.wikidata.org/entity/Q608085,photodermatitis,disease,http://www.wikidata.org/entity/Q518114,oxybenzone,drug,can be treated by
http://www.wikidata.org/entity/Q1088156,chronic lymphocytic leukemia,disease,http://www.wikidata.org/entity/Q424972,prednisone,drug,can be treated by
http://www.wikidata.org/entity/Q1004647,bullous pemphigoid,disease,http://www.wikidata.org/entity/Q424972,prednisone,drug,can be treated by
http://www.wikidata.org/entity/Q326648,salmonellosis,disease,http://www.wikidata.org/entity/Q2920739,Ringer's lactate solution,drug,can be treated by
http://www.wikidata.org/entity/Q175827,stomach disease,disease,http://www.wikidata.org/entity/Q423037,ranitidine,drug,can be treated by
http://www.wikidata.org/entity/Q183130,gastritis,disease,http://www.wikidata.org/entity/Q423037,ranitidine,drug,can be treated by
http://www.wikidata.org/entity/Q861645,Gaucher's disease,disease,http://www.wikidata.org/entity/Q425911,miglustat,drug,can be treated by
http://www.wikidata.org/entity/Q1641132,malignant hypertension,disease,http://www.wikidata.org/entity/Q421119,captopril,drug,can be treated by
http://www.wikidata.org/entity/Q1053824,Raynaud disease,disease,http://www.wikidata.org/entity/Q421119,captopril,drug,can be treated by
http://www.wikidata.org/entity/Q1153419,interstitial lung disease,disease,http://www.wikidata.org/entity/Q424972,prednisone,drug,can be treated by
http://www.wikidata.org/entity/Q1243807,tinea cruris,disease,http://www.wikidata.org/entity/Q2392530,sulconazole,drug,can be treated by
http://www.wikidata.org/entity/Q11085,Parkinson's disease,disease,http://www.wikidata.org/entity/Q907853,droxidopa,drug,can be treated by
http://www.wikidata.org/entity/Q223591,gastroesophageal reflux disease,disease,http://www.wikidata.org/entity/Q423037,ranitidine,drug,can be treated by
http://www.wikidata.org/entity/Q208414,lymphoma,disease,http://www.wikidata.org/entity/Q425745,bendamustine,drug,can be treated by
http://www.wikidata.org/entity/Q199804,chronic obstructive pulmonary disease,disease,http://www.wikidata.org/entity/Q637247,formoterol,drug,can be treated by
http://www.wikidata.org/entity/Q3508797,obstructive lung disease,disease,http://www.wikidata.org/entity/Q637247,formoterol,drug,can be treated by
http://www.wikidata.org/entity/Q1641483,hypotrichosis,disease,http://www.wikidata.org/entity/Q2393348,bimatoprost,drug,can be treated by
http://www.wikidata.org/entity/Q1621830,lupus nephritis,disease,http://www.wikidata.org/entity/Q424972,prednisone,drug,can be treated by
http://www.wikidata.org/entity/Q2403156,vasomotor rhinitis,disease,http://www.wikidata.org/entity/Q27126632,(R)-carbinoxamine,drug,can be treated by
http://www.wikidata.org/entity/Q2403156,vasomotor rhinitis,disease,http://www.wikidata.org/entity/Q27126856,cyproheptadine hydrochloride,drug,can be treated by
http://www.wikidata.org/entity/Q2626074,diffuse large B-cell lymphoma,disease,http://www.wikidata.org/entity/Q424972,prednisone,drug,can be treated by
http://www.wikidata.org/entity/Q1004647,bullous pemphigoid,disease,http://www.wikidata.org/entity/Q422232,methotrexate,drug,can be treated by
http://www.wikidata.org/entity/Q980926,polymyositis,disease,http://www.wikidata.org/entity/Q422232,methotrexate,drug,can be treated by
http://www.wikidata.org/entity/Q221668,urinary tract infection,disease,http://www.wikidata.org/entity/Q2878140,bacampicillin,drug,can be treated by
http://www.wikidata.org/entity/Q707816,giant cell arteritis,disease,http://www.wikidata.org/entity/Q422232,methotrexate,drug,can be treated by
http://www.wikidata.org/entity/Q834047,schizoaffective disorder,disease,http://www.wikidata.org/entity/Q2924764,brexpiprazole,drug,can be treated by
http://www.wikidata.org/entity/Q372701,esophageal cancer,disease,http://www.wikidata.org/entity/Q422232,methotrexate,drug,can be treated by
http://www.wikidata.org/entity/Q170990,arthritis,disease,http://www.wikidata.org/entity/Q2858961,apremilast,drug,can be treated by
http://www.wikidata.org/entity/Q1421738,glycogen storage disease,disease,http://www.wikidata.org/entity/Q2919537,alglucosidase alfa,drug,can be treated by
http://www.wikidata.org/entity/Q1752891,polymyalgia rheumatica,disease,http://www.wikidata.org/entity/Q422232,methotrexate,drug,can be treated by
http://www.wikidata.org/entity/Q56014469,bone sarcoma,disease,http://www.wikidata.org/entity/Q27126905,docetaxel trihydrate,drug,can be treated by
http://www.wikidata.org/entity/Q18348812,head and neck squamous cell carcinoma,disease,http://www.wikidata.org/entity/Q27126905,docetaxel trihydrate,drug,can be treated by
http://www.wikidata.org/entity/Q18556047,gastric adenocarcinoma,disease,http://www.wikidata.org/entity/Q27126905,docetaxel trihydrate,drug,can be treated by
http://www.wikidata.org/entity/Q4833719,B-cell lymphoma,disease,http://www.wikidata.org/entity/Q424972,prednisone,drug,can be treated by
http://www.wikidata.org/entity/Q28757362,tongue squamous cell carcinoma,disease,http://www.wikidata.org/entity/Q27126905,docetaxel trihydrate,drug,can be treated by
http://www.wikidata.org/entity/Q41861,arterial hypertension,disease,http://www.wikidata.org/entity/Q2889971,benzthiazide,drug,can be treated by
http://www.wikidata.org/entity/Q980709,status epilepticus,disease,http://www.wikidata.org/entity/Q423071,midazolam,drug,can be treated by
http://www.wikidata.org/entity/Q3658562,non-small-cell lung carcinoma,disease,http://www.wikidata.org/entity/Q27126905,docetaxel trihydrate,drug,can be treated by
http://www.wikidata.org/entity/Q1138590,non-Hodgkin lymphoma,disease,http://www.wikidata.org/entity/Q422232,methotrexate,drug,can be treated by
http://www.wikidata.org/entity/Q612108,acute promyelocytic leukemia,disease,http://www.wikidata.org/entity/Q422232,methotrexate,drug,can be treated by
http://www.wikidata.org/entity/Q544006,anxiety disorder,disease,http://www.wikidata.org/entity/Q423071,midazolam,drug,can be treated by
http://www.wikidata.org/entity/Q1129007,angioedema,disease,http://www.wikidata.org/entity/Q27126632,(R)-carbinoxamine,drug,can be treated by
http://www.wikidata.org/entity/Q861224,juvenile rheumatoid arthritis,disease,http://www.wikidata.org/entity/Q422232,methotrexate,drug,can be treated by
http://www.wikidata.org/entity/Q1129007,angioedema,disease,http://www.wikidata.org/entity/Q27126856,cyproheptadine hydrochloride,drug,can be treated by
http://www.wikidata.org/entity/Q3108586,open-angle glaucoma,disease,http://www.wikidata.org/entity/Q2393348,bimatoprost,drug,can be treated by
http://www.wikidata.org/entity/Q1435223,focal segmental glomerulosclerosis,disease,http://www.wikidata.org/entity/Q424972,prednisone,drug,can be treated by
http://www.wikidata.org/entity/Q727153,hiatus hernia,disease,http://www.wikidata.org/entity/Q423037,ranitidine,drug,can be treated by
http://www.wikidata.org/entity/Q4003020,gastric ulcer,disease,http://www.wikidata.org/entity/Q423037,ranitidine,drug,can be treated by
http://www.wikidata.org/entity/Q549534,osteosarcoma,disease,http://www.wikidata.org/entity/Q422232,methotrexate,drug,can be treated by
http://www.wikidata.org/entity/Q1446169,collagen disease,disease,http://www.wikidata.org/entity/Q424972,prednisone,drug,can be treated by
http://www.wikidata.org/entity/Q1474877,hypercalcemia,disease,http://www.wikidata.org/entity/Q424972,prednisone,drug,can be treated by
http://www.wikidata.org/entity/Q511097,psoriatic arthritis,disease,http://www.wikidata.org/entity/Q2858961,apremilast,drug,can be treated by
http://www.wikidata.org/entity/Q736715,chronic renal insufficiency,disease,http://www.wikidata.org/entity/Q904153,sevelamer,drug,can be treated by
http://www.wikidata.org/entity/Q268713,mantle cell lymphoma,disease,http://www.wikidata.org/entity/Q425745,bendamustine,drug,can be treated by
http://www.wikidata.org/entity/Q1752891,polymyalgia rheumatica,disease,http://www.wikidata.org/entity/Q424972,prednisone,drug,can be treated by
http://www.wikidata.org/entity/Q1963588,hematopoietic system disease,disease,http://www.wikidata.org/entity/Q424972,prednisone,drug,can be treated by
http://www.wikidata.org/entity/Q178436,constipation,disease,http://www.wikidata.org/entity/Q7226181,polycarbophil calcium,drug,can be treated by
http://www.wikidata.org/entity/Q12125,common cold,disease,http://www.wikidata.org/entity/Q420682,guaifenesin,drug,can be treated by
http://www.wikidata.org/entity/Q4833719,B-cell lymphoma,disease,http://www.wikidata.org/entity/Q422232,methotrexate,drug,can be treated by
http://www.wikidata.org/entity/Q4676432,acropustulosis,disease,http://www.wikidata.org/entity/Q422232,methotrexate,drug,can be treated by
http://www.wikidata.org/entity/Q2626074,diffuse large B-cell lymphoma,disease,http://www.wikidata.org/entity/Q422232,methotrexate,drug,can be treated by
http://www.wikidata.org/entity/Q1541975,multiple system atrophy,disease,http://www.wikidata.org/entity/Q907853,droxidopa,drug,can be treated by
http://www.wikidata.org/entity/Q1755122,neurodegeneration,disease,http://www.wikidata.org/entity/Q907853,droxidopa,drug,can be treated by
http://www.wikidata.org/entity/Q131755,bipolar disorder,disease,http://www.wikidata.org/entity/Q907219,tiagabine,drug,can be treated by
http://www.wikidata.org/entity/Q504790,nephrotic syndrome,disease,http://www.wikidata.org/entity/Q2889971,benzthiazide,drug,can be treated by
http://www.wikidata.org/entity/Q7140388,focal epilepsy,disease,http://www.wikidata.org/entity/Q907219,tiagabine,drug,can be treated by
http://www.wikidata.org/entity/Q1891209,mycosis fungoides,disease,http://www.wikidata.org/entity/Q422232,methotrexate,drug,can be treated by
http://www.wikidata.org/entity/Q12152,myocardial infarction,disease,http://www.wikidata.org/entity/Q944244,penbutolol,drug,can be treated by
http://www.wikidata.org/entity/Q1187697,adult-onset Still's disease,disease,http://www.wikidata.org/entity/Q422232,methotrexate,drug,can be treated by
http://www.wikidata.org/entity/Q1365789,glycogen storage disease II,disease,http://www.wikidata.org/entity/Q2919537,alglucosidase alfa,drug,can be treated by
http://www.wikidata.org/entity/Q3041498,eye disease,disease,http://www.wikidata.org/entity/Q424972,prednisone,drug,can be treated by
http://www.wikidata.org/entity/Q11085,Parkinson's disease,disease,http://www.wikidata.org/entity/Q420590,ropinirol,drug,can be treated by
http://www.wikidata.org/entity/Q1783924,head and neck cancer,disease,http://www.wikidata.org/entity/Q422232,methotrexate,drug,can be treated by
http://www.wikidata.org/entity/Q19000661,congestive heart failure,disease,http://www.wikidata.org/entity/Q2889971,benzthiazide,drug,can be treated by
http://www.wikidata.org/entity/Q12192,pneumonia,disease,http://www.wikidata.org/entity/Q420595,tigecycline,drug,can be treated by
http://www.wikidata.org/entity/Q83030,dementia,disease,http://www.wikidata.org/entity/Q7194603,pimavanserin,drug,can be treated by
http://www.wikidata.org/entity/Q183344,sinusitis,disease,http://www.wikidata.org/entity/Q423075,cetirizine,drug,can be treated by
http://www.wikidata.org/entity/Q41571,epilepsy,disease,http://www.wikidata.org/entity/Q906414,methsuximide,drug,can be treated by
http://www.wikidata.org/entity/Q41861,arterial hypertension,disease,http://www.wikidata.org/entity/Q421156,olmesartan,drug,can be treated by
http://www.wikidata.org/entity/Q977090,vulvovaginal candidiasis,disease,http://www.wikidata.org/entity/Q420705,crystal violet,drug,can be treated by
http://www.wikidata.org/entity/Q187440,urticaria,disease,http://www.wikidata.org/entity/Q423075,cetirizine,drug,can be treated by
http://www.wikidata.org/entity/Q180614,melanoma,disease,http://www.wikidata.org/entity/Q423111,vemurafenib,drug,can be treated by
http://www.wikidata.org/entity/Q192102,skin cancer,disease,http://www.wikidata.org/entity/Q423111,vemurafenib,drug,can be treated by
